sentence_id,congruent,position,structure,length,words,subject,verb,object,gen,adj,subject_length,subject_lemma,subject_ipm,subject_gender,verb_length,verb_lemma,verb_ipm,object_length,object_lemma,object_ipm,object_gender,gen_length,gen_lemma,gen_ipm,gen_gender,adj_length,adj_lemma,adj_ipm,adj_gender,task_type,selected
84,Индейцы подняли восстание,2,Subject - Verb - Object,3,"['Индейцы', 'подняли', 'восстание']",индейцы,подняли,восстание,,,3,индеец,9.87,masc,3,поднять,181.0896101675531,4,восстание,30.12,neut,,,0.02,,,,0.02,,to_evaluate,1
85,Инициатива получила поддержку чиновников,2,Subject - Verb - Object - Gen,4,"['Инициатива', 'получила', 'поддержку', 'чиновников']",инициатива,получила,поддержку,чиновников,,6,инициатива,35.16,femn,4,получить,552.8909435766419,3,поддержка,62.82,femn,4.0,чиновник,88.15,masc,,,0.02,,to_evaluate,1
86,Исламисты опровергли гибель командира,2,Subject - Verb - Object - Gen,4,"['Исламисты', 'опровергли', 'гибель', 'командира']",исламисты,опровергли,гибель,командира,,4,исламист,0.76,masc,4,опровергнуть,7.67,2,гибель,52.03,femn,4.0,командир,116.3920494319702,masc,,,0.02,,to_evaluate,1
87,Источники подтвердили подлинность документа,2,Subject - Verb - Object - Gen,4,"['Источники', 'подтвердили', 'подлинность', 'документа']",источники,подтвердили,подлинность,документа,,4,источник,104.1767995845106,masc,4,подтвердить,51.35,3,подлинность,4.69,femn,4.0,документ,121.5703112278216,masc,,,0.02,,to_evaluate,1
88,Камеры запечатлели высокого мужчину,3,Subject - Verb - Adj - Object,4,"['Камеры', 'запечатлели', 'высокого', 'мужчину']",камеры,запечатлели,мужчину,,высокого,3,камера,59.3,femn,5,запечатлеть,9.64,3,мужчина,175.9567482946153,masc,,,0.02,,4.0,высокий,393.2861792820256,masc,to_evaluate,1
89,Канал вел трансляцию мероприятия,2,Subject - Verb - Object - Gen,4,"['Канал', 'вел', 'трансляцию', 'мероприятия']",канал,вел,трансляцию,мероприятия,,2,канал,52.11,masc,1,вести,331.68382505567,4,трансляция,3.66,femn,6.0,мероприятие,37.26,neut,,,0.02,,to_evaluate,1
90,Кандидаты представляют мелкие партии,3,Subject - Verb - Adj - Object,4,"['Кандидаты', 'представляют', 'мелкие', 'партии']",кандидаты,представляют,партии,,мелкие,4,кандидат,41.2,masc,4,представлять,218.4003350514311,3,партия,217.7086538729238,femn,,,0.02,,3.0,мелкий,126.4708323187897,masc,to_evaluate,1
91,Книга получила большое признание,3,Subject - Verb - Adj - Object,4,"['Книга', 'получила', 'большое', 'признание']",книга,получила,признание,,большое,2,книга,472.979067497601,femn,4,получить,552.8909435766419,4,признание,47.47,neut,,,0.02,,3.0,большой,993.1259843187332,femn,control,1
92,Коллектив подготовил специальную программу,3,Subject - Verb - Adj - Object,4,"['Коллектив', 'подготовил', 'специальную', 'программу']",коллектив,подготовил,программу,,специальную,3,коллектив,41.43,masc,4,подготовить,47.3,3,программа,148.1506308018848,femn,,,0.02,,5.0,специальный,96.13834264510233,masc,to_evaluate,1
93,Команда имеет хорошую подготовку,3,Subject - Verb - Adj - Object,4,"['Команда', 'имеет', 'хорошую', 'подготовку']",команда,имеет,подготовку,,хорошую,3,команда,111.1336701250948,femn,3,иметь,1048.094608632301,4,подготовка,78.67,femn,,,0.02,,4.0,хороший,564.6682176971703,masc,,0
94,Команда покинула чемпионат мира,2,Subject - Verb - Object - Gen,4,"['Команда', 'покинула', 'чемпионат', 'мира']",команда,покинула,чемпионат,мира,,3,команда,111.1336701250948,femn,4,покинуть,50.49,4,чемпионат,17.18,masc,2.0,мир,659.6074682606135,masc,,,0.02,,to_evaluate,1
95,Комитет проводит проверку обстоятельств,2,Subject - Verb - Object - Gen,4,"['Комитет', 'проводит', 'проверку', 'обстоятельств']",комитет,проводит,проверку,обстоятельств,,3,комитет,105.787161556093,masc,3,проводить,164.5987558151126,3,проверка,35.61,femn,4.0,обстоятельство,136.645756218838,neut,,,0.02,,to_evaluate,1
96,Компания заключила мировые соглашения,3,Subject - Verb - Adj - Object,4,"['Компания', 'заключила', 'мировые', 'соглашения']",компания,заключила,соглашения,,мировые,4,компания,178.3762971275402,femn,4,заключить,65.38924191409012,5,соглашение,39.07,neut,,,0.02,,4.0,мировой,124.7830234198841,femn,to_evaluate,1
97,Компания проведет замену оборудования,2,Subject - Verb - Object - Gen,4,"['Компания', 'проведет', 'замену', 'оборудования']",компания,проведет,замену,оборудования,,4,компания,178.3762971275402,femn,3,провести,182.8708894959868,3,замена,21.58,femn,7.0,оборудование,44.97,neut,,,0.02,,to_evaluate,1
98,Компания чистила заброшенную крепость,3,Subject - Verb - Adj - Object,4,"['Компания', 'чистила', 'заброшенную', 'крепость']",компания,чистила,крепость,,заброшенную,4,компания,178.3762971275402,femn,3,чистить,16.1,2,крепость,70.12,femn,,,0.02,,5.0,забросить,15.13,,to_evaluate,1
99,Корпорация начала поиски,2,Subject - Verb - Object,3,"['Корпорация', 'начала', 'поиски']",корпорация,начала,поиски,,,5,корпорация,12.58,femn,3,начало,339.05,3,поиск,73.38,masc,,,0.02,,,,0.02,,,0
100,Критики оставили восторженные оценки,3,Subject - Verb - Adj - Object,4,"['Критики', 'оставили', 'восторженные', 'оценки']",критики,оставили,оценки,,восторженные,3,критика,49.92,femn,4,оставить,273.895064354057,3,оценка,82.58,femn,,,0.02,,5.0,восторженный,17.41,masc,to_evaluate,1
101,Курорт пользуется популярностью,2,Subject - Verb - Object,3,"['Курорт', 'пользуется', 'популярностью']",курорт,пользуется,популярностью,,,2,курорт,9.32,masc,4,пользоваться,130.8772954251098,5,популярность,16.31,femn,,,0.02,,,,0.02,,,0
102,Лайнер совершил посадку,2,Subject - Verb - Object,3,"['Лайнер', 'совершил', 'посадку']",лайнер,совершил,посадку,,,2,лайнер,3.07,masc,3,совершить,78.96916003265856,3,посадка,24.26,femn,,,0.02,,,,0.02,,to_evaluate,1
103,Лауреаты получили денежные гранты,3,Subject - Verb - Adj - Object,4,"['Лауреаты', 'получили', 'денежные', 'гранты']",лауреаты,получили,гранты,,денежные,5,лауреат,12.0,masc,4,получить,552.8909435766419,2,грант,4.39,masc,,,0.02,,4.0,денежный,38.61396972986846,masc,control,1
104,Лидер празднует победу,2,Subject - Verb - Object,3,"['Лидер', 'празднует', 'победу']",лидер,празднует,победу,,,2,лидер,39.58,masc,3,праздновать,16.7,3,победа,114.6534994427493,femn,,,0.02,,,,0.02,,to_evaluate,1
105,Люди строили каменные замки,3,Subject - Verb - Adj - Object,4,"['Люди', 'строили', 'каменные', 'замки']",люди,строили,замки,,каменные,2,человек,2881.103143350457,masc,3,строить,95.66831991376152,2,замок,63.93,masc,,,0.02,,4.0,каменный,85.34918449386998,masc,to_evaluate,1
106,Мальчик перебегал дорогу,2,Subject - Verb - Object,3,"['Мальчик', 'перебегал', 'дорогу']",мальчик,перебегал,дорогу,,,2,мальчик,183.9124171392988,masc,4,перебегать,5.46,3,дорога,442.33411953092,femn,,,0.02,,,,0.02,,to_evaluate,1
107,Машина имела значительные повреждения,3,Subject - Verb - Adj - Object,4,"['Машина', 'имела', 'значительные', 'повреждения']",машина,имела,повреждения,,значительные,3,машина,296.2211440927456,femn,3,иметь,1048.094608632301,5,повреждение,14.89,neut,,,0.02,,5.0,значительный,111.972233407146,masc,,0
108,Машины получили механические повреждения,3,Subject - Verb - Adj - Object,4,"['Машины', 'получили', 'механические', 'повреждения']",машины,получили,повреждения,,механические,3,машина,296.2211440927456,femn,4,получить,552.8909435766419,5,повреждение,14.89,neut,,,0.02,,6.0,механический,24.4,masc,,0
109,Машины получили незначительные повреждения,3,Subject - Verb - Adj - Object,4,"['Машины', 'получили', 'незначительные', 'повреждения']",машины,получили,повреждения,,незначительные,3,машина,296.2211440927456,femn,4,получить,552.8909435766419,5,повреждение,14.89,neut,,,0.02,,6.0,незначительный,24.03,masc,,0
110,Машины получили сильные повреждения,3,Subject - Verb - Adj - Object,4,"['Машины', 'получили', 'сильные', 'повреждения']",машины,получили,повреждения,,сильные,3,машина,296.2211440927456,femn,4,получить,552.8909435766419,5,повреждение,14.89,neut,,,0.02,,3.0,сильный,254.6454970386899,masc,,0
111,Медики диагностировали разрыв кишки,2,Subject - Verb - Object - Gen,4,"['Медики', 'диагностировали', 'разрыв', 'кишки']",медики,диагностировали,разрыв,кишки,,3,медик,12.89,masc,7,диагностировать,1.02,2,разрыв,29.26,masc,2.0,кишка,10.72,femn,,,0.02,,,0
112,Медики забрали мужчину,2,Subject - Verb - Object,3,"['Медики', 'забрали', 'мужчину']",медики,забрали,мужчину,,,3,медик,12.89,masc,3,забрать,40.35,3,мужчина,175.9567482946153,masc,,,0.02,,,,0.02,,,0
113,Медики обнаружили телесные повреждения,3,Subject - Verb - Adj - Object,4,"['Медики', 'обнаружили', 'телесные', 'повреждения']",медики,обнаружили,повреждения,,телесные,3,медик,12.89,masc,5,обнаружить,93.24342991343502,5,повреждение,14.89,neut,,,0.02,,4.0,телесный,17.62,masc,to_evaluate,1
114,Милиционер получил телесные повреждения,3,Subject - Verb - Adj - Object,4,"['Милиционер', 'получил', 'телесные', 'повреждения']",милиционер,получил,повреждения,,телесные,5,милиционер,25.74,masc,3,получить,552.8909435766419,5,повреждение,14.89,neut,,,0.02,,4.0,телесный,17.62,masc,,0
115,Милиционеры блокировали группу грабителей,2,Subject - Verb - Object - Gen,4,"['Милиционеры', 'блокировали', 'группу', 'грабителей']",милиционеры,блокировали,группу,грабителей,,6,милиционер,25.74,masc,5,блокировать,4.95,2,группа,253.9644981949859,femn,4.0,грабитель,10.67,masc,,,0.02,,to_evaluate,1
116,Милиция отрабатывает версии происшествия,2,Subject - Verb - Object - Gen,4,"['Милиция', 'отрабатывает', 'версии', 'происшествия']",милиция,отрабатывает,версии,происшествия,,4,милиция,45.24,femn,6,отрабатывать,4.19,3,версия,28.14,femn,5.0,происшествие,33.2,neut,,,0.02,,to_evaluate,1
117,Милиция провела проверку,2,Subject - Verb - Object,3,"['Милиция', 'провела', 'проверку']",милиция,провела,проверку,,,4,милиция,45.24,femn,3,провести,182.8708894959868,3,проверка,35.61,femn,,,0.02,,,,0.02,,to_evaluate,1
118,Мужчина вызвал скорую помощь,3,Subject - Verb - Adj - Object,4,"['Мужчина', 'вызвал', 'скорую', 'помощь']",мужчина,вызвал,помощь,,скорую,3,мужчина,175.9567482946153,masc,2,вызвать,144.8310952617903,2,помощь,257.663256620594,femn,,,0.02,,3.0,скорый,38.89171043475167,masc,to_evaluate,1
119,Мужчина показал полицейское удостоверение,3,Subject - Verb - Adj - Object,4,"['Мужчина', 'показал', 'полицейское', 'удостоверение']",мужчина,показал,удостоверение,,полицейское,3,мужчина,175.9567482946153,masc,3,показать,252.7627355296258,7,удостоверение,11.25,neut,,,0.02,,5.0,полицейский,41.31,masc,to_evaluate,1
120,Мужчина получил ожоги,2,Subject - Verb - Object,3,"['Мужчина', 'получил', 'ожоги']",мужчина,получил,ожоги,,,3,мужчина,175.9567482946153,masc,3,получить,552.8909435766419,3,ожог,4.8,masc,,,0.02,,,,0.02,,,0
121,Мужчина получил травмы,2,Subject - Verb - Object,3,"['Мужчина', 'получил', 'травмы']",мужчина,получил,травмы,,,3,мужчина,175.9567482946153,masc,3,получить,552.8909435766419,2,травма,9.03,femn,,,0.02,,,,0.02,,,0
122,Мужчина потребовал встречи,2,Subject - Verb - Object,3,"['Мужчина', 'потребовал', 'встречи']",мужчина,потребовал,встречи,,,3,мужчина,175.9567482946153,masc,4,потребовать,50.9,2,встреча,164.2836269384181,femn,,,0.02,,,,0.02,,,0
123,Мужчина устроили драку,2,Subject - Verb - Object,3,"['Мужчина', 'устроили', 'драку']",мужчина,устроили,драку,,,3,мужчина,175.9567482946153,masc,4,устроить,128.7034402926586,2,драка,22.49,femn,,,0.02,,,,0.02,,to_evaluate,1
124,Мужчины проявляют сдержанность,2,Subject - Verb - Object,3,"['Мужчины', 'проявляют', 'сдержанность']",мужчины,проявляют,сдержанность,,,3,мужчина,175.9567482946153,masc,4,проявлять,29.48,3,сдержанность,5.02,femn,,,0.02,,,,0.02,,to_evaluate,1
125,Музей получил новое название,3,Subject - Verb - Adj - Object,4,"['Музей', 'получил', 'новое', 'название']",музей,получил,название,,новое,2,музей,102.7079785490706,masc,3,получить,552.8909435766419,4,название,132.0817286741707,neut,,,0.02,,3.0,новый,1144.374492213546,masc,control,1
126,Музыкант записал композицию,2,Subject - Verb - Object,3,"['Музыкант', 'записал', 'композицию']",музыкант,записал,композицию,,,3,музыкант,32.83,masc,3,записать,57.61517276106108,5,композиция,18.17,femn,,,0.02,,,,0.02,,to_evaluate,1
127,Музыкант исполнил роль рассказчика,2,Subject - Verb - Object - Gen,4,"['Музыкант', 'исполнил', 'роль', 'рассказчика']",музыкант,исполнил,роль,рассказчика,,3,музыкант,32.83,masc,3,исполнить,74.16745053862002,1,роль,217.1959018023702,femn,4.0,рассказчик,9.44,masc,,,0.02,,to_evaluate,1
128,Наряд задержал мужчину,2,Subject - Verb - Object,3,"['Наряд', 'задержал', 'мужчину']",наряд,задержал,мужчину,,,2,наряд,25.06,masc,3,задержать,39.32,3,мужчина,175.9567482946153,masc,,,0.02,,,,0.02,,to_evaluate,1
129,Незнакомцы затеяли ссору,2,Subject - Verb - Object,3,"['Незнакомцы', 'затеяли', 'ссору']",незнакомцы,затеяли,ссору,,,4,незнакомец,14.96,masc,4,затеять,13.21,2,ссора,20.84,femn,,,0.02,,,,0.02,,to_evaluate,1
130,Немцы понесли потери,2,Subject - Verb - Object,3,"['Немцы', 'понесли', 'потери']",немцы,понесли,потери,,,2,немец,145.0901418807679,masc,3,понести,29.12,3,потеря,60.98,femn,,,0.02,,,,0.02,,to_evaluate,1
131,Неудачи преследовали экспедицию,2,Subject - Verb - Object,3,"['Неудачи', 'преследовали', 'экспедицию']",неудачи,преследовали,экспедицию,,,4,неудача,34.13,femn,5,преследовать,36.34,5,экспедиция,54.63,femn,,,0.02,,,,0.02,,to_evaluate,1
132,Нянька держит младенца,2,Subject - Verb - Object,3,"['Нянька', 'держит', 'младенца']",нянька,держит,младенца,,,2,нянька,12.03,femn,2,держать,206.0649089374355,3,младенец,30.12,masc,,,0.02,,,,0.02,,to_evaluate,1
133,Обвиняемый признал вину,2,Subject - Verb - Object,3,"['Обвиняемый', 'признал', 'вину']",обвиняемый,признал,вину,,,5,обвинять,28.04,,2,признать,90.82121049680936,2,вина,53.63,neut,,,0.02,,,,0.02,,to_evaluate,1
134,Обряд символизировал круговорот времени,2,Subject - Verb - Object - Gen,4,"['Обряд', 'символизировал', 'круговорот', 'времени']",обряд,символизировал,круговорот,времени,,2,обряд,25.1,masc,6,символизировать,4.2,4,круговорот,3.0,masc,3.0,время,2041.065699096388,neut,,,0.02,,to_evaluate,1
135,Огонь сжег квартиру,2,Subject - Verb - Object,3,"['Огонь', 'сжег', 'квартиру']",огонь,сжег,квартиру,,,2,огонь,199.3884496854353,masc,1,сжечь,27.38,3,квартира,237.4389262544349,femn,,,0.02,,,,0.02,,,0
136,Округ занимал крупную территорию,3,Subject - Verb - Adj - Object,4,"['Округ', 'занимал', 'крупную', 'территорию']",округ,занимал,территорию,,крупную,2,округ,45.48,masc,3,занимать,112.0576920855716,5,территория,88.73,femn,,,0.02,,3.0,крупный,170.63160439522,masc,to_evaluate,1
137,Оперативники провели задержание,2,Subject - Verb - Object,3,"['Оперативники', 'провели', 'задержание']",оперативники,провели,задержание,,,6,оперативник,4.29,masc,3,провести,182.8708894959868,5,задержание,5.65,neut,,,0.02,,,,0.02,,,0
138,Организация получила предупреждение,2,Subject - Verb - Object,3,"['Организация', 'получила', 'предупреждение']",организация,получила,предупреждение,,,6,организация,195.7778205219536,femn,4,получить,552.8909435766419,6,предупреждение,15.96,neut,,,0.02,,,,0.02,,,0
139,Органы исключили версию ограбления,2,Subject - Verb - Object - Gen,4,"['Органы', 'исключили', 'версию', 'ограбления']",органы,исключили,версию,ограбления,,3,орган,129.793038442585,masc,4,исключить,31.03,3,версия,28.14,femn,5.0,ограбление,4.5,neut,,,0.02,,to_evaluate,1
140,Органы уточнили хронологию событий,2,Subject - Verb - Object - Gen,4,"['Органы', 'уточнили', 'хронологию', 'событий']",органы,уточнили,хронологию,событий,,3,орган,129.793038442585,masc,4,уточнить,13.9,5,хронология,2.72,femn,3.0,событие,180.3258232291242,neut,,,0.02,,to_evaluate,1
141,Отец решал судьбу сына,2,Subject - Verb - Object - Gen,4,"['Отец', 'решал', 'судьбу', 'сына']",отец,решал,судьбу,сына,,2,отец,593.5585921724257,masc,2,решать,74.47990883161361,2,судьба,195.6015619977008,femn,2.0,сын,376.7339015044666,masc,,,0.02,,to_evaluate,1
142,Отряд понёс большие потери,3,Subject - Verb - Adj - Object,4,"['Отряд', 'понёс', 'большие', 'потери']",отряд,понёс,потери,,большие,2,отряд,95.77,masc,1,понести,29.12,3,потеря,60.98,femn,,,0.02,,3.0,больший,179.7650006519563,masc,control,1
143,Отряды блокировали здания,2,Subject - Verb - Object,3,"['Отряды', 'блокировали', 'здания']",отряды,блокировали,здания,,,3,отряд,95.77,masc,5,блокировать,4.95,3,здание,118.2347521855222,neut,,,0.02,,,,0.02,,to_evaluate,1
144,Охотники пели народные песни,3,Subject - Verb - Adj - Object,4,"['Охотники', 'пели', 'народные', 'песни']",охотники,пели,песни,,народные,4,охотник,54.68,masc,2,петь,147.0102915616432,2,песня,152.6131761659218,femn,,,0.02,,4.0,народный,169.5607003311991,masc,to_evaluate,1
145,Охрана допросила экипаж,2,Subject - Verb - Object,3,"['Охрана', 'допросила', 'экипаж']",охрана,допросила,экипаж,,,3,охрана,51.12,femn,4,допросить,4.17,3,экипаж,55.02,masc,,,0.02,,,,0.02,,to_evaluate,1
146,Охранники открыли огонь,2,Subject - Verb - Object,3,"['Охранники', 'открыли', 'огонь']",охранники,открыли,огонь,,,4,охранник,14.88,masc,3,открыть,208.1800112284692,2,огонь,199.3884496854353,masc,,,0.02,,,,0.02,,to_evaluate,1
147,Охранники получили ранения,2,Subject - Verb - Object,3,"['Охранники', 'получили', 'ранения']",охранники,получили,ранения,,,4,охранник,14.88,masc,4,получить,552.8909435766419,4,ранение,8.25,neut,,,0.02,,,,0.02,,to_evaluate,1
148,Очевидцы вызвали сотрудников полиции,2,Subject - Verb - Object - Gen,4,"['Очевидцы', 'вызвали', 'сотрудников', 'полиции']",очевидцы,вызвали,сотрудников,полиции,,4,очевидец,8.9,masc,3,вызвать,144.8310952617903,4,сотрудник,80.62,masc,4.0,полиция,72.38,femn,,,0.02,,to_evaluate,1
149,Ошибка возмутила украинских зрителей,3,Subject - Verb - Adj - Object,4,"['Ошибка', 'возмутила', 'украинских', 'зрителей']",ошибка,возмутила,зрителей,,украинских,3,ошибка,93.43,femn,4,возмутить,11.25,3,зритель,64.76,masc,,,0.02,,4.0,украинский,31.52089942054342,masc,to_evaluate,1
150,Парламентарии обсудят обращения,2,Subject - Verb - Object,3,"['Парламентарии', 'обсудят', 'обращения']",парламентарии,обсудят,обращения,,,6,парламентарий,2.11,masc,3,обсудить,18.62,5,обращение,55.75,neut,,,0.02,,,,0.02,,control,1
151,Певица принесла публичные извинения,3,Subject - Verb - Adj - Object,4,"['Певица', 'принесла', 'публичные', 'извинения']",певица,принесла,извинения,,публичные,3,певица,12.46,femn,3,принести,163.6533691850293,5,извинение,9.18,neut,,,0.02,,4.0,публичный,30.52477170014499,masc,to_evaluate,1
152,Педиатры принимают пациентов,2,Subject - Verb - Object,3,"['Педиатры', 'принимают', 'пациентов']",педиатры,принимают,пациентов,,,4,педиатр,0.97,masc,4,принимать,232.2366292052764,4,пациент,19.84,masc,,,0.02,,,,0.02,,,0
153,Пенсионерка получила телесные повреждения,3,Subject - Verb - Adj - Object,4,"['Пенсионерка', 'получила', 'телесные', 'повреждения']",пенсионерка,получила,повреждения,,телесные,5,пенсионерка,1.62,femn,4,получить,552.8909435766419,5,повреждение,14.89,neut,,,0.02,,4.0,телесный,17.62,masc,,0
154,Песня имела небольшой успех,3,Subject - Verb - Adj - Object,4,"['Песня', 'имела', 'небольшой', 'успех']",песня,имела,успех,,небольшой,2,песня,152.6131761659218,femn,3,иметь,1048.094608632301,2,успех,159.289635417922,masc,,,0.02,,3.0,небольшой,215.2677403703926,femn,,0
155,Пехота ведет огонь,2,Subject - Verb - Object,3,"['Пехота', 'ведет', 'огонь']",пехота,ведет,огонь,,,3,пехота,30.01,femn,2,вести,331.68382505567,2,огонь,199.3884496854353,masc,,,0.02,,,,0.02,,,0
156,Пехотинцы окружили дом,2,Subject - Verb - Object,3,"['Пехотинцы', 'окружили', 'дом']",пехотинцы,окружили,дом,,,4,пехотинец,3.02,masc,4,окружить,54.39978998529777,1,дом,849.160158176002,masc,,,0.02,,,,0.02,,to_evaluate,1
157,Пещеры пронизывают монастырскую гору,3,Subject - Verb - Adj - Object,4,"['Пещеры', 'пронизывают', 'монастырскую', 'гору']",пещеры,пронизывают,гору,,монастырскую,3,пещера,28.51,femn,5,пронизывать,8.05,2,гора,229.1440932797499,femn,,,0.02,,5.0,монастырский,16.13,masc,to_evaluate,1
158,Письма носят личный характер,3,Subject - Verb - Adj - Object,4,"['Письма', 'носят', 'личный', 'характер']",письма,носят,характер,,личный,2,письмо,468.4550987084456,neut,2,носить,122.820144399796,3,характер,202.9910670978146,masc,,,0.02,,2.0,личный,154.1941617167954,masc,to_evaluate,1
159,Плита прикрывает могильный холм,3,Subject - Verb - Adj - Object,4,"['Плита', 'прикрывает', 'могильный', 'холм']",плита,прикрывает,холм,,могильный,2,плита,29.19,femn,4,прикрывать,18.5,1,холм,41.61,masc,,,0.02,,3.0,могильный,5.79,masc,,0
160,Плотники сделали ткацкие станки,3,Subject - Verb - Adj - Object,4,"['Плотники', 'сделали', 'ткацкие', 'станки']",плотники,сделали,станки,,ткацкие,3,плотник,12.66,masc,3,сделать,777.863585115742,2,станок,19.82,masc,,,0.02,,3.0,ткацкий,1.99,masc,to_evaluate,1
161,Победитель получает денежную премию,3,Subject - Verb - Adj - Object,4,"['Победитель', 'получает', 'денежную', 'премию']",победитель,получает,премию,,денежную,4,победитель,30.0,masc,4,получать,178.8783668632906,3,премия,37.71,femn,,,0.02,,4.0,денежный,38.61396972986846,masc,to_evaluate,1
162,Повреждения снижали стоимость монет,2,Subject - Verb - Object - Gen,4,"['Повреждения', 'снижали', 'стоимость', 'монет']",повреждения,снижали,стоимость,монет,,5,повреждение,14.89,neut,3,снижать,8.62,3,стоимость,44.67,femn,2.0,монета,27.93,femn,,,0.02,,to_evaluate,1
163,Пограничники остановили судно,2,Subject - Verb - Object,3,"['Пограничники', 'остановили', 'судно']",пограничники,остановили,судно,,,5,пограничник,5.78,masc,5,остановить,71.95353665065674,2,судно,83.83,neut,,,0.02,,,,0.02,,,0
164,Пограничники открыли огонь,2,Subject - Verb - Object,3,"['Пограничники', 'открыли', 'огонь']",пограничники,открыли,огонь,,,5,пограничник,5.78,masc,3,открыть,208.1800112284692,2,огонь,199.3884496854353,masc,,,0.02,,,,0.02,,,0
165,Подготовка потребовала большого труда,3,Subject - Verb - Adj - Object,4,"['Подготовка', 'потребовала', 'большого', 'труда']",подготовка,потребовала,труда,,большого,4,подготовка,78.67,femn,5,потребовать,50.9,2,труд,292.9203026385567,masc,,,0.02,,3.0,большой,993.1259843187332,femn,to_evaluate,1
166,Подельники признали вину,2,Subject - Verb - Object,3,"['Подельники', 'признали', 'вину']",подельники,признали,вину,,,4,подельник,1.03,masc,3,признать,90.82121049680936,2,вина,53.63,neut,,,0.02,,,,0.02,,,0
